county_name,race_description,cand_name,precinct_code,cand_tot_votes
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690054,46
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690055,207
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690055,59
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690056,314
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690056,37
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690057,578
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690057,83
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690058,318
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690058,37
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690059,248
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690059,18
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690060,68
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690060,9
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690061,595
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690061,84
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690062,450
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690062,98
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,690063,270
STEPHENS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,690063,33
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700101,664
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700101,79
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700102,215
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700102,115
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700104,339
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700104,41
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700107,158
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700107,14
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700201,729
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700201,154
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700202,297
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700202,98
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700205,648
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700205,80
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700302,143
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700302,12
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700303,332
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700303,39
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700304,328
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700304,53
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,700305,768
TEXAS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,700305,173
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710001,445
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710001,118
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710002,251
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710002,99
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710003,96
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710003,56
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710004,147
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710004,92
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710006,127
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710006,20
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710007,315
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710007,94
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710009,142
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710009,46
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710010,308
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710010,108
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,710012,113
TILLMAN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,710012,24
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720001,32
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720001,769
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720002,94
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720002,683
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720003,180
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720003,156
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720004,61
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720004,787
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720005,48
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720005,398
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720006,40
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720006,839
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720007,25
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720007,378
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720008,79
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720008,424
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720009,28
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720009,175
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720010,49
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720010,515
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720011,194
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720011,325
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720012,133
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720012,280
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720013,34
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720013,852
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720014,64
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720014,575
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720015,67
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720015,352
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720016,83
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720016,103
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720017,132
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720017,200
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720018,192
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720018,190
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720019,258
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720019,219
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720020,201
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720020,208
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720021,41
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720021,8
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720022,297
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720022,217
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720023,194
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720023,86
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720024,277
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720024,194
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720025,187
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720025,149
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720026,210
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720026,237
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720027,216
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720027,177
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720028,259
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720028,237
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720029,249
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720029,178
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720030,212
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720030,380
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720031,101
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720031,182
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720032,143
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720032,256
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720033,134
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720033,239
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720034,131
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720034,147
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720035,429
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720035,497
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720036,413
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720036,466
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720037,76
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720037,141
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720038,276
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720038,149
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720039,377
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720039,262
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720040,97
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720040,108
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720041,198
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720041,152
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720042,310
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720042,104
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720043,343
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720043,139
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720044,456
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720044,285
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720045,3
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720045,0
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720046,363
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720046,729
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720047,37
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720047,112
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720048,286
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720048,507
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720049,113
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720049,268
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720050,163
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720050,323
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720051,278
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720051,387
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720052,493
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720052,655
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720053,550
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720053,476
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720054,540
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720054,666
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720055,330
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720055,306
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720056,380
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720056,371
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720057,209
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720057,110
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720058,263
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720058,142
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720059,239
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720059,211
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720060,332
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720060,316
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720061,409
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720061,421
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720062,595
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720062,714
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720063,215
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720063,286
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720064,361
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720064,439
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720065,496
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720065,393
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720066,402
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720066,413
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720067,386
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720067,422
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720068,309
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720068,380
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720069,600
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720069,578
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720070,152
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720070,114
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720071,805
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720071,757
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720072,329
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720072,261
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720073,387
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720073,243
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720074,539
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720074,365
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720075,240
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720075,284
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720076,382
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720076,396
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720077,426
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720077,438
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720078,550
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720078,424
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720079,490
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720079,451
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720080,106
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720080,90
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720081,572
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720081,469
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720082,378
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720082,306
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720083,324
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720083,341
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720084,333
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720084,256
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720085,150
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720085,163
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720086,526
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720086,322
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720087,448
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720087,412
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720088,106
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720088,107
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720089,209
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720089,188
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720090,151
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720090,177
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720091,268
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720091,275
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720092,240
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720092,219
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720093,271
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720093,172
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720094,443
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720094,301
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720095,438
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720095,261
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720096,307
TULSA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,720096,248
TULSA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,720097,414
